Merchant_ID,Merchant_Country,Merchant_Language,Merchant_Creation_Timestamp,Merchant_Subscription_Timestamp,Merchant_Days_To_Subscribe,Merchant_Hours_To_Subscribe,Merchant_End_Trial,Merchant_Creation_Year,Merchant_Creation_Month,Merchant_Creation_Day_Of_Week,Merchant_Creation_Time,Merchant_Creation_Time_Period,Merchant_Billing_Country,Merchant_Billing_City,Merchant_Billing_Zip,Merchant_Plan_Offer,Merchant_Plan_Periodicity,Shop_Status,Shop_Name,Shop_ID,Shop_Image_Version,Shop_Existence_Days,Shop_Last_Bo_Connection_Date,Shop_Theme,Shop_Last_Theme_Change_Date,Shop_Products_Count,Shop_Shipping_Methods_Count,Shop_Last_Shipping_Method_Config_Date,Shop_Payment_Methods_Count,Shop_Last_Payment_Method_Config_Date,Shop_Bo_Connections,Shop_Bo_Connections_Last_7_Days,Shop_Bo_Connections_Last_30_Days,Shop_Orders_Count,Shop_Orders_Count_Last_7_Days,Shop_Orders_Count_Last_30_Days,Shop_Last_Order_Date,Shop_Gross_Sales,Shop_Gross_Sales_Last_7_Days,Shop_Gross_Sales_Last_30_Days,Shop_Last_Logo_Change_Date,Shop_Last_Favicon_Change_Date
2410,es,es,2017-12-08 10:29:48.000000 UTC,,,,2018-01-07,2017,December,Friday,11:29,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,miwo,miwo,1.7.2.4__1.1.0__20171129,4,20171208,minimal,,0,0,,4,20171210,1,1,1,0,0,0,,0,0,0,20171208,
2384,es,es,2017-12-07 16:34:59.000000 UTC,,,,2018-01-06,2017,December,Thursday,17:34,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,LaHuertaDePaco,huertadepaco,1.7.2.4__1.1.0__20171129,5,20171207,lifestyle,,0,1,20171209,4,20171209,1,1,1,0,0,0,,0,0,0,20171207,
2358,fr,fr,2017-12-07 10:55:47.000000 UTC,,,,2018-01-06,2017,December,Thursday,11:55,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Boutique Beta,boutique-beta,1.7.2.4__1.1.0__20171129,5,20171209,classic,,0,1,20171209,4,20171209,1,1,1,0,0,0,,0,0,0,,
2351,fr,fr,2017-12-07 08:30:15.000000 UTC,,,,2018-01-06,2017,December,Thursday,09:30,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,e-lectronic,e-lectronic,1.7.2.4__1.1.0__20171129,5,20171207,minimal,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2382,fr,fr,2017-12-07 16:45:31.000000 UTC,,,,2018-01-06,2017,December,Thursday,17:45,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Décorations et Déguisements,decorations-et-deguisements,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171209,4,20171209,1,1,1,0,0,0,,0,0,0,,
2354,es,es,2017-12-07 09:30:20.000000 UTC,,,,2018-01-06,2017,December,Thursday,10:30,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Juan Diaz,juan-diaz,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2368,es,es,2017-12-07 14:09:41.000000 UTC,,,,2018-01-06,2017,December,Thursday,15:09,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,MYSTYK,mystyksunglasses,1.7.2.4__1.1.0__20171129,5,20171207,minimal,,0,1,20171209,4,20171209,1,1,1,0,0,0,,0,0,0,20171207,
2367,it,it,2017-12-07 13:12:38.000000 UTC,,,,2018-01-06,2017,December,Thursday,14:12,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,bohdiboh,bohdiboh,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2396,fr,fr,2017-12-07 21:38:18.000000 UTC,,,,2018-01-06,2017,December,Thursday,22:38,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,BIKER-REBEL,biker-rebel,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2381,fr,fr,2017-12-07 17:03:02.000000 UTC,,,,2018-01-06,2017,December,Thursday,18:03,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Mon PreCieux,mon-precieux,1.7.2.4__1.1.0__20171129,5,20171207,minimal,,1,1,20171209,4,20171209,1,1,1,0,0,0,,0,0,0,20171207,
2359,es,es,2017-12-07 10:49:37.000000 UTC,,,,2018-01-06,2017,December,Thursday,11:49,Morning,es,ALMERIA,4001,Trial,Unknown,created,Ohma Almeria,ohma-almeria,1.7.2.4__1.1.0__20171129,5,20171207,lifestyle,,2,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,20171207,
2357,fr,fr,2017-12-07 10:13:46.000000 UTC,,,,2018-01-06,2017,December,Thursday,11:13,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Francky,francky,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2371,it,it,2017-12-07 15:06:41.000000 UTC,,,,2018-01-06,2017,December,Thursday,16:06,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,LowCost,lowcost,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2383,fr,fr,2017-12-07 16:25:15.000000 UTC,,,,2018-01-06,2017,December,Thursday,17:25,Day,fr,paris,75000,Trial,Unknown,created,boutique de ouf,boutique-de-ouf,1.7.2.4__1.1.0__20171129,5,20171207,classic,,0,1,20171209,4,20171209,1,1,1,0,0,0,,0,0,0,,
2334,it,it,2017-12-06 15:10:35.000000 UTC,,,,2018-01-05,2017,December,Wednesday,16:10,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,salutista,salutista,1.7.2.4__1.1.0__20171129,6,20171206,classic,,1,2,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2316,fr,fr,2017-12-06 11:15:04.000000 UTC,,,,2018-01-05,2017,December,Wednesday,12:15,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,newlife,newlife,1.7.2.4__1.1.0__20171129,6,20171206,lifestyle,,0,1,20171207,4,20171207,1,1,1,0,0,0,,0,0,0,,
2333,es,es,2017-12-06 15:11:15.000000 UTC,,,,2018-01-05,2017,December,Wednesday,16:11,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,IAW,iaw,1.7.2.4__1.1.0__20171129,6,20171206,classic,,0,1,20171207,4,20171207,1,1,1,0,0,0,,0,0,0,,
2346,fr,fr,2017-12-06 21:54:17.000000 UTC,,,,2018-01-05,2017,December,Wednesday,22:54,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Theadventureconnection,theadventureconnection,1.7.2.4__1.1.0__20171129,6,20171206,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2337,fr,fr,2017-12-06 17:05:10.000000 UTC,,,,2018-01-05,2017,December,Wednesday,18:05,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Au Jardin d'Edgar,aujardindedgar,1.7.2.4__1.1.0__20171129,6,20171206,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2328,fr,fr,2017-12-06 13:43:32.000000 UTC,,,,2018-01-05,2017,December,Wednesday,14:43,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,lecoindescreateurs,lecoindescreateurs,1.7.2.4__1.1.0__20171129,6,20171206,minimal,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2341,es,es,2017-12-06 18:57:39.000000 UTC,,,,2018-01-05,2017,December,Wednesday,19:57,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,ARA,ara,1.7.2.4__1.1.0__20171129,6,20171206,classic,,0,1,20171208,4,20171208,1,1,1,0,0,0,,0,0,0,,
2305,fr,fr,2017-12-05 20:33:34.000000 UTC,,,,2018-01-04,2017,December,Tuesday,21:33,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,test71,test71,1.7.2.4__1.1.0__20171129,7,20171205,classic,,0,1,20171207,4,20171207,1,0,1,0,0,0,,0,0,0,,
2294,it,it,2017-12-05 14:32:49.000000 UTC,,,,2018-01-04,2017,December,Tuesday,15:32,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,mionegozio,mionegozio,1.7.2.4__1.1.0__20171129,7,20171205,classic,,1,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2286,fr,fr,2017-12-05 10:30:53.000000 UTC,,,,2018-01-04,2017,December,Tuesday,11:30,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Coutellerie du chateau,coutellerie-du-chateau,1.7.2.4__1.1.0__20171129,7,20171205,shopping,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,20171205,
2302,es,es,2017-12-05 19:46:14.000000 UTC,,,,2018-01-04,2017,December,Tuesday,20:46,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Rosadeorganza,rosadeorganza,1.7.2.4__1.1.0__20171129,7,20171205,classic,,0,1,20171207,4,20171207,1,0,1,0,0,0,,0,0,0,20171205,
2282,fr,fr,2017-12-05 08:53:25.000000 UTC,,,,2018-01-04,2017,December,Tuesday,09:53,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Tutorat Lycée Charlemagne ,tutorat-lycee-charlemagne,1.7.2.4__1.1.0__20171129,7,20171205,classic,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2299,it,it,2017-12-05 18:32:02.000000 UTC,,,,2018-01-04,2017,December,Tuesday,19:32,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,eletteronica40017,eletteronica40017,1.7.2.4__1.1.0__20171129,7,20171205,classic,,0,1,20171207,4,20171207,1,0,1,0,0,0,,0,0,0,,
2310,fr,fr,2017-12-05 22:09:34.000000 UTC,,,,2018-01-04,2017,December,Tuesday,23:09,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,PLAKBOND,plakbond,1.7.2.4__1.1.0__20171129,7,20171205,classic,,0,1,20171207,4,20171207,1,0,1,0,0,0,,0,0,0,20171205,
2306,fr,fr,2017-12-05 22:07:18.000000 UTC,,,,2018-01-04,2017,December,Tuesday,23:07,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,MayaShop,mayashop,1.7.2.4__1.1.0__20171129,7,20171205,classic,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2303,es,es,2017-12-05 19:52:16.000000 UTC,,,,2018-01-04,2017,December,Tuesday,20:52,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Giiz,giiz,1.7.2.4__1.1.0__20171129,7,20171205,classic,,1,1,20171207,4,20171207,1,0,1,0,0,0,,0,0,0,,
2309,es,es,2017-12-05 22:38:35.000000 UTC,,,,2018-01-04,2017,December,Tuesday,23:38,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,maradeley,maradeley,1.7.2.4__1.1.0__20171129,7,20171205,minimal,,0,1,20171207,4,20171207,1,0,1,0,0,0,,0,0,0,,
2297,it,it,2017-12-05 16:14:57.000000 UTC,,,,2018-01-04,2017,December,Tuesday,17:14,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,duebi scrl,duebi-scrl,1.7.2.4__1.1.0__20171129,7,20171205,classic,,1,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2295,es,es,2017-12-05 15:37:48.000000 UTC,,,,2018-01-04,2017,December,Tuesday,16:37,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,serdirep,ds2ds2,1.7.2.4__1.1.0__20171129,7,20171211,classic,,0,1,20171206,4,20171206,1,1,1,0,0,0,,0,0,0,,
2264,es,es,2017-12-04 18:09:10.000000 UTC,,,,2018-01-03,2017,December,Monday,19:09,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Angel's moda y complementos,angels-moda-y-complementos,1.7.2.4__1.1.0__20171129,8,20171204,classic,,1,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2268,fr,fr,2017-12-04 20:59:36.000000 UTC,,,,2018-01-03,2017,December,Monday,21:59,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Frisquette Family,frisquette-family,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2260,fr,fr,2017-12-04 17:31:22.000000 UTC,,,,2018-01-03,2017,December,Monday,18:31,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,MonFilament3D,monfilament3d,1.7.2.4__1.1.0__20171129,8,20171204,shopping,,0,0,,4,20171206,1,0,1,0,0,0,,0,0,0,,
2266,it,it,2017-12-04 19:47:53.000000 UTC,2017-12-04 20:07:52.000000 UTC,0,0,2018-01-03,2017,December,Monday,20:47,Evening,it,Milano,20143,Start,Monthly,created,Eshoop.it di A.M.,eshoopit-di-am,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2265,es,es,2017-12-04 19:11:58.000000 UTC,,,,2018-01-03,2017,December,Monday,20:11,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,trececatorece,trececatorece,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2270,fr,fr,2017-12-04 20:18:25.000000 UTC,,,,2018-01-03,2017,December,Monday,21:18,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Accessoires modes ,accessoires-modes,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2239,fr,fr,2017-12-04 10:40:57.000000 UTC,,,,2018-01-03,2017,December,Monday,11:40,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Les Gourmands disent...,les-gourmands-disent,1.7.2.4__1.1.0__20171129,8,20171204,classic,,1,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,20171204,
2273,fr,fr,2017-12-04 21:11:36.000000 UTC,,,,2018-01-03,2017,December,Monday,22:11,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Thomasc,thomasc,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2256,es,es,2017-12-04 15:18:34.000000 UTC,,,,2018-01-03,2017,December,Monday,16:18,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,pececitos,pececitos,1.7.2.4__1.1.0__20171129,8,20171204,shopping,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2259,es,es,2017-12-04 18:04:51.000000 UTC,,,,2018-01-03,2017,December,Monday,19:04,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,VESTILINO,vestilino,1.7.2.4__1.1.0__20171129,8,20171204,lifestyle,,1,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,20171204,
2255,es,es,2017-12-04 15:14:56.000000 UTC,,,,2018-01-03,2017,December,Monday,16:14,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Anco,ancopets,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2232,fr,fr,2017-12-04 08:45:53.000000 UTC,,,,2018-01-03,2017,December,Monday,09:45,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,l'Evasion des Senteurs,levasion-des-senteurs,1.7.2.4__1.1.0__20171129,8,20171204,shopping,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2229,fr,fr,2017-12-04 07:57:49.000000 UTC,,,,2018-01-03,2017,December,Monday,08:57,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,LAP Store,lapstore,1.7.2.4__1.1.0__20171129,8,20171204,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2249,fr,fr,2017-12-04 13:56:39.000000 UTC,,,,2018-01-03,2017,December,Monday,14:56,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,caroline Boutique,caroline-boutique,1.7.2.4__1.1.0__20171129,8,20171204,lifestyle,,0,1,20171206,4,20171206,1,0,1,0,0,0,,0,0,0,,
2225,fr,fr,2017-12-03 23:32:33.000000 UTC,,,,2018-01-02,2017,December,Monday,00:32,Night,Unknown,Unknown,Unknown,Trial,Unknown,created,LICO,lico,1.7.2.4__1.1.0__20171129,8,20171204,shopping,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2218,fr,fr,2017-12-03 20:03:39.000000 UTC,,,,2018-01-02,2017,December,Sunday,21:03,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Blandine Fromage,blandine-fromage,1.7.2.4__1.1.0__20171129,9,20171203,lifestyle,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2212,fr,fr,2017-12-03 16:22:39.000000 UTC,,,,2018-01-02,2017,December,Sunday,17:22,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,A Conserveira,a-conserveira,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2219,fr,fr,2017-12-03 20:33:36.000000 UTC,,,,2018-01-02,2017,December,Sunday,21:33,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,PLAKK,plakk,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2198,fr,fr,2017-12-03 09:39:31.000000 UTC,,,,2018-01-02,2017,December,Sunday,10:39,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Ma boutique ,ma-boutique,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2205,fr,fr,2017-12-03 13:07:20.000000 UTC,,,,2018-01-02,2017,December,Sunday,14:07,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,volailles sibylle,volailles-sibylle,1.7.2.4__1.1.0__20171129,9,20171203,classic,,1,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2207,fr,fr,2017-12-03 13:19:38.000000 UTC,,,,2018-01-02,2017,December,Sunday,14:19,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Pasdenom,pasdenom,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2215,es,es,2017-12-03 16:27:23.000000 UTC,,,,2018-01-02,2017,December,Sunday,17:27,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Tu tienda de vapeo,tu-tienda-de-vapeo,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2189,fr,fr,2017-12-03 00:59:22.000000 UTC,,,,2018-01-02,2017,December,Sunday,01:59,Night,Unknown,Unknown,Unknown,Trial,Unknown,created,the minimaleast,theminimaleast,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2190,fr,fr,2017-12-03 00:25:15.000000 UTC,,,,2018-01-02,2017,December,Sunday,01:25,Night,Unknown,Unknown,Unknown,Trial,Unknown,created,Siashop,siashop,1.7.2.4__1.1.0__20171129,9,20171203,lifestyle,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2203,fr,fr,2017-12-03 11:51:45.000000 UTC,,,,2018-01-02,2017,December,Sunday,12:51,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Horse & Mouv,horse-and-mouv,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2214,es,es,2017-12-03 16:30:46.000000 UTC,,,,2018-01-02,2017,December,Sunday,17:30,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,WALKERANDBACKER,walkerandbacker,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2204,it,it,2017-12-03 12:52:59.000000 UTC,,,,2018-01-02,2017,December,Sunday,13:52,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,the Hope,thehope,1.7.2.4__1.1.0__20171129,9,20171203,classic,,0,1,20171205,4,20171205,1,0,1,0,0,0,,0,0,0,,
2192,fr,fr,2017-12-03 05:44:13.000000 UTC,,,,2018-01-02,2017,December,Sunday,06:44,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,Culture et Savoir,culture-et-savoir,1.7.2.4__1.1.0__20171129,9,20171203,minimal,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,20171203,20171203
2174,fr,fr,2017-12-02 16:14:26.000000 UTC,,,,2018-01-01,2017,December,Saturday,17:14,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,yourhappybaby,yourhappybaby,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2180,fr,fr,2017-12-02 19:15:15.000000 UTC,,,,2018-01-01,2017,December,Saturday,20:15,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,elhoussinesadik,elhoussinesadik,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2169,fr,fr,2017-12-02 15:51:48.000000 UTC,,,,2018-01-01,2017,December,Saturday,16:51,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Le pti +,le-pti,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2186,es,es,2017-12-02 21:16:49.000000 UTC,,,,2018-01-01,2017,December,Saturday,22:16,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,Global Tres Telecomunicaciones,globaltres,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2166,es,es,2017-12-02 14:30:53.000000 UTC,,,,2018-01-01,2017,December,Saturday,15:30,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,LubyShop,lubyshop,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2155,fr,fr,2017-12-02 10:50:59.000000 UTC,,,,2018-01-01,2017,December,Saturday,11:50,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,ZEZENGORRI,zezengorri,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2164,fr,fr,2017-12-02 14:30:08.000000 UTC,,,,2018-01-01,2017,December,Saturday,15:30,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Laura Laval Paris,laura-laval-paris,1.7.2.4__1.1.0__20171129,10,20171202,minimal,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,20171202,
2173,it,it,2017-12-02 17:01:49.000000 UTC,,,,2018-01-01,2017,December,Saturday,18:01,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,INFOSHOP,infoshop,1.7.2.4__1.1.0__20171129,10,20171202,shopping,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2154,fr,fr,2017-12-02 11:06:09.000000 UTC,,,,2018-01-01,2017,December,Saturday,12:06,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Test,test7678,1.7.2.4__1.1.0__20171129,10,20171203,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,,
2181,fr,fr,2017-12-02 19:57:51.000000 UTC,,,,2018-01-01,2017,December,Saturday,20:57,Evening,fr,SAINT POL DE LEON,29250,Trial,Unknown,created,Joli Mess,joli-mess,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171204,4,20171204,1,0,1,0,0,0,,0,0,0,20171202,
2151,fr,fr,2017-12-02 03:12:23.000000 UTC,,,,2018-01-01,2017,December,Saturday,04:12,Night,Unknown,Unknown,Unknown,Trial,Unknown,created,Marx Sinister,marxsinister,1.7.2.4__1.1.0__20171129,10,20171202,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2108,fr,fr,2017-12-01 09:37:19.000000 UTC,,,,2017-12-31,2017,December,Friday,10:37,Morning,Unknown,Unknown,Unknown,Trial,Unknown,created,mélimélaure,melimelaure,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2123,es,es,2017-12-01 14:26:54.000000 UTC,,,,2017-12-31,2017,December,Friday,15:26,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,cosmeticosnaturalesoriflame,cosmeticosnaturalesoriflame,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171202,4,20171202,1,0,1,0,0,0,,0,0,0,,
2113,es,es,2017-12-01 12:43:30.000000 UTC,,,,2017-12-31,2017,December,Friday,13:43,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Vajillas Bonitas,vajillas-bonitas,1.7.2.4__1.1.0__20171129,11,20171201,minimal,,0,1,20171202,4,20171202,1,0,1,0,0,0,,0,0,0,,
2131,fr,fr,2017-12-01 16:38:21.000000 UTC,,,,2017-12-31,2017,December,Friday,17:38,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,salitml,salitml,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2126,fr,fr,2017-12-01 14:26:29.000000 UTC,,,,2017-12-31,2017,December,Friday,15:26,Day,fr,Lyon,69009,Trial,Unknown,created,Flower,flower,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171202,4,20171202,1,0,1,0,0,0,,0,0,0,,
2141,fr,fr,2017-12-01 20:14:15.000000 UTC,,,,2017-12-31,2017,December,Friday,21:14,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,vilalarm,vilalarm,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171202,4,20171202,1,0,1,0,0,0,,0,0,0,,
2130,fr,fr,2017-12-01 15:52:19.000000 UTC,,,,2017-12-31,2017,December,Friday,16:52,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Aligi,aligi,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2117,es,es,2017-12-01 14:06:17.000000 UTC,,,,2017-12-31,2017,December,Friday,15:06,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,Zona Motera,zona-motera,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171202,4,20171202,1,0,1,0,0,0,,0,0,0,,
2146,es,es,2017-12-01 22:47:13.000000 UTC,,,,2017-12-31,2017,December,Friday,23:47,Evening,Unknown,Unknown,Unknown,Trial,Unknown,created,test,abalon,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2104,fr,fr,2017-12-01 08:54:02.000000 UTC,,,,2017-12-31,2017,December,Friday,09:54,Morning,fr,beaupreau,49600,Trial,Unknown,created,Au meuble d'époque,au-meuble-depoque,1.7.2.4__1.1.0__20171129,11,20171201,classic,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,,
2128,fr,fr,2017-12-01 15:29:20.000000 UTC,,,,2017-12-31,2017,December,Friday,16:29,Day,Unknown,Unknown,Unknown,Trial,Unknown,created,MyColors,mycolors,1.7.2.4__1.1.0__20171129,11,20171201,minimal,,0,1,20171203,4,20171203,1,0,1,0,0,0,,0,0,0,20171201,
